text,label,source,domain,,,,,
"Incidence of diarrheal disease per 1,000 children under 5",0,legado,saude,,,,,
Proporção de domicílios sem banheiro (%),0,legado,saude,,,,,
Número de mortes por doenças diarreicas por 100.000 hab.,0,legado,saude,,,,,
Access to handwashing facilities with soap (% of population),0,legado,saude,,,,,
Cobertura de rastreamento de câncer de mama por mamografia (%),0,legado,saude,,,,,
Proporção de diabéticos com hemoglobina glicada controlada (%),0,legado,saude,,,,,
"Hospital-acquired infection rate per 1,000 patient days",0,legado,saude,,,,,
Proporção de pacientes com hipertensão com pressão controlada (%),0,legado,saude,,,,,
Taxa de amputação de membros inferiores por complicações de diabetes,0,legado,saude,,,,,
Prevalência de doença pulmonar obstrutiva crônica (DPOC) (%),0,legado,saude,,,,,
Taxa de hospitalização por DPOC por 100.000 hab.,0,legado,saude,,,,,
Taxa de incidência de infarto agudo do miocárdio por 100.000 hab.,0,legado,saude,,,,,
Proporção de pacientes com AVC atendidos em unidade especializada (%),0,legado,saude,,,,,
Cobertura de programas de cessação do tabagismo (%),0,legado,saude,,,,,
Índice CPO-D médio em crianças de 12 anos,0,legado,saude,,,,,
Proporção de adultos sem nenhum dente (%),0,legado,saude,,,,,
Cobertura de fluoretação das águas de abastecimento (%),0,legado,saude,,,,,
Proporção de escolares com cárie dentária (%),0,legado,saude,,,,,
Cobertura de atendimento odontológico na atenção básica (%),0,legado,saude,,,,,
Prevalência de fluorose dentária em crianças (%),0,legado,saude,,,,,
Taxa de acidente de trabalho por 1.000 trabalhadores formais,0,legado,saude,,,,,
Número de doenças ocupacionais notificadas por 1.000 trabalhadores,0,legado,saude,,,,,
Taxa de incapacidade permanente por acidente de trabalho,0,legado,saude,,,,,
Taxa de absenteísmo laboral por motivo de saúde (%),0,legado,saude,,,,,
Número de óbitos por acidente de trabalho por 100.000 trabalhadores,0,legado,saude,,,,,
Proporção de idosos com funcionalidade preservada (%),0,legado,saude,,,,,
Prevalência de demência em idosos de 80 anos ou mais (%),0,legado,saude,,,,,
Prevalência de sarcopenia em idosos (%),0,legado,saude,,,,,
Taxa de quedas com internação em idosos por 100.000 hab.,0,legado,saude,,,,,
Proporção de idosos com acesso a medicamentos de uso contínuo (%),0,legado,saude,,,,,
Taxa de escolarização líquida no ensino fundamental (%),0,legado,educacao,,,,,
Taxa de escolarização líquida no ensino médio (%),0,legado,educacao,,,,,
Taxa de matrícula na educação infantil (0-5 anos) (%),0,legado,educacao,,,,,
Gross enrollment ratio in primary education (%),0,legado,educacao,,,,,
Net enrollment rate in secondary education (%),0,legado,educacao,,,,,
Taxa de atendimento escolar de crianças de 4 e 5 anos (%),0,legado,educacao,,,,,
Proporção de crianças de 6 a 14 anos na escola (%),0,legado,educacao,,,,,
Taxa de escolarização de jovens de 15 a 17 anos (%),0,legado,educacao,,,,,
Proporção de jovens de 18 a 24 anos no ensino superior (%),0,legado,educacao,,,,,
Proporção de adultos com ensino superior completo (%),0,legado,educacao,,,,,
Cobertura da educação básica em áreas rurais (%),0,legado,educacao,,,,,
"Enrollment in tertiary education per 100,000 inhabitants",0,legado,educacao,,,,,
Proporção de municípios com educação integral em tempo integral (%),0,legado,educacao,,,,,
Número de vagas em creches públicas por 1.000 crianças de 0-3 anos,0,legado,educacao,,,,,
Percentual de jovens nem estudando nem trabalhando (NEET) (%),0,legado,educacao,,,,,
Taxa de abandono escolar no ensino fundamental (%),0,legado,educacao,,,,,
Taxa de abandono escolar no ensino médio (%),0,legado,educacao,,,,,
Taxa de reprovação no ensino fundamental (%),0,legado,educacao,,,,,
Dropout rate in primary education (%),0,legado,educacao,,,,,
Taxa de distorção idade-série no ensino fundamental (%),0,legado,educacao,,,,,
Taxa de conclusão do ensino fundamental (%),0,legado,educacao,,,,,
Taxa de conclusão do ensino médio (%),0,legado,educacao,,,,,
Taxa de transição para o ensino médio (%),0,legado,educacao,,,,,
Upper secondary graduation rate (%),0,legado,educacao,,,,,
Proportion of students completing primary on time (%),0,legado,educacao,,,,,
Taxa de abandono na educação de jovens e adultos (%),0,legado,educacao,,,,,
Survival rate to last grade of primary education (%),0,legado,educacao,,,,,
Taxa de distorção idade-série no ensino médio (%),0,legado,educacao,,,,,
Taxa de evasão no primeiro ano do ensino médio (%),0,legado,educacao,,,,,
IDEB — Índice de Desenvolvimento da Educação Básica (anos iniciais),0,legado,educacao,,,,,
IDEB — Índice de Desenvolvimento da Educação Básica (anos finais),0,legado,educacao,,,,,
IDEB do ensino médio,0,legado,educacao,,,,,
Nota média no SAEB em língua portuguesa (5º ano),0,legado,educacao,,,,,
Nota média no SAEB em matemática (5º ano),0,legado,educacao,,,,,
Nota média no SAEB em língua portuguesa (9º ano),0,legado,educacao,,,,,
Nota média no SAEB em matemática (9º ano),0,legado,educacao,,,,,
Desempenho médio do Brasil no PISA em leitura,0,legado,educacao,,,,,
Desempenho médio do Brasil no PISA em matemática,0,legado,educacao,,,,,
Desempenho médio do Brasil no PISA em ciências,0,legado,educacao,,,,,
PISA mean performance score in reading (15-year-olds),0,legado,educacao,,,,,
PISA mean performance score in mathematics,0,legado,educacao,,,,,
Proporção de alunos com nível insuficiente em leitura (%),0,legado,educacao,,,,,
Mean years of schooling of adults (25+),0,legado,educacao,,,,,
Nota média no Enem por área de conhecimento,0,legado,educacao,,,,,
Proporção de alunos alfabetizados ao final do 3º ano (%),0,legado,educacao,,,,,
Percentual de escolas abaixo da meta no IDEB (%),0,legado,educacao,,,,,
Learning-adjusted years of schooling,0,legado,educacao,,,,,
Taxa de analfabetismo funcional entre jovens de 15 a 29 anos (%),0,legado,educacao,,,,,
Proportion of students performing below minimum proficiency (%),0,legado,educacao,,,,,
Literacy and numeracy rates among 10-year-olds (%),0,legado,educacao,,,,,
Proporção de municípios acima da meta projetada no IDEB (%),0,legado,educacao,,,,,
Número de alunos por turma no ensino fundamental,0,legado,educacao,,,,,
Razão aluno/professor na educação básica,0,legado,educacao,,,,,
Proporção de escolas com biblioteca (%),0,legado,educacao,,,,,
Proporção de escolas com laboratório de ciências (%),0,legado,educacao,,,,,
Student-to-teacher ratio in primary education,0,legado,educacao,,,,,
Proporção de escolas com acesso a internet (%),0,legado,educacao,,,,,
Percentual de escolas com saneamento básico adequado (%),0,legado,educacao,,,,,
Gastos por aluno na educação básica pública (R$),0,legado,educacao,,,,,
Public expenditure on education as % of GDP,0,legado,educacao,,,,,
Gasto público em educação como percentual do PIB (%),0,legado,educacao,,,,,
Número de computadores por aluno nas escolas públicas,0,legado,educacao,,,,,
Proporção de professores com formação superior (%),0,legado,educacao,,,,,
Percentual de escolas com condições adequadas de infraestrutura (%),0,legado,educacao,,,,,
Proporção de professores com licenciatura (%),0,legado,educacao,,,,,
Proporção de professores atuando fora de sua área de formação (%),0,legado,educacao,,,,,
Taxa de professores com pós-graduação (mestrado ou doutorado) (%),0,legado,educacao,,,,,
Proportion of teachers with tertiary education qualifications (%),0,legado,educacao,,,,,
Horas médias de formação continuada por professor/ano,0,legado,educacao,,,,,
Taxa de rotatividade de professores nas escolas públicas (%),0,legado,educacao,,,,,
Remuneração média de professores da educação básica (R$),0,legado,educacao,,,,,
Teacher qualification index for secondary education,0,legado,educacao,,,,,
Proporção de professores efetivos na rede pública (%),0,legado,educacao,,,,,
Número de professores formados por ano nas licenciaturas,0,legado,educacao,,,,,
Taxa de conclusão no ensino superior (%),0,legado,educacao,,,,,
Taxa de abandono na educação superior (%),0,legado,educacao,,,,,
Percentage of population with tertiary education (%),0,legado,educacao,,,,,
Graduation rate in higher education (%),0,legado,educacao,,,,,
Número de vagas no ProUni e FIES por ano,0,legado,educacao,,,,,
Taxa de evasão em cursos de graduação (%),0,legado,educacao,,,,,
Número de pós-graduandos matriculados (mestrado e doutorado),0,legado,educacao,,,,,
Conceito Preliminar de Curso (CPC) médio das graduações,0,legado,educacao,,,,,
Índice Geral de Cursos (IGC) médio das IES,0,legado,educacao,,,,,
Nota média do ENADE por área do conhecimento,0,legado,educacao,,,,,
Enrollment in distance learning programs (% of total students),0,legado,educacao,,,,,
Desigualdade de acesso ao ensino superior por quintil de renda,0,legado,educacao,,,,,
Proporção de universitários de primeira geração (%),0,legado,educacao,,,,,
Proporção de estudantes do ensino superior em IES públicas (%),0,legado,educacao,,,,,
Número de diplomas emitidos por área de conhecimento,0,legado,educacao,,,,,
Proporção de concluintes do ensino superior empregados (%),0,legado,educacao,,,,,
Taxa de analfabetismo da população de 15 anos ou mais (%),0,legado,educacao,,,,,
Adult literacy rate (% of population aged 15+),0,legado,educacao,,,,,
"Youth literacy rate (15-24 years, %)",0,legado,educacao,,,,,
Número médio de anos de estudo da população adulta,0,legado,educacao,,,,,
Proporção de adultos com ensino fundamental incompleto (%),0,legado,educacao,,,,,
Taxa de analfabetismo funcional (%),0,legado,educacao,,,,,
Número de matrículas na educação de jovens e adultos (EJA),0,legado,educacao,,,,,
Proporção de idosos sem instrução formal (%),0,legado,educacao,,,,,
Taxa de conclusão dos cursos de EJA (%),0,legado,educacao,,,,,
Percentual da população sem instrução por região geográfica (%),0,legado,educacao,,,,,
Média de anos de estudo da população negra,0,legado,educacao,,,,,
Taxa de atendimento em creches de crianças de 0 a 3 anos (%),0,legado,educacao,,,,,
Proporção de crianças de 4 a 5 anos em pré-escola (%),0,legado,educacao,,,,,
Número de vagas em educação infantil por 1.000 crianças,0,legado,educacao,,,,,
Proporção de profissionais de educação infantil com licenciatura (%),0,legado,educacao,,,,,
Cobertura de estimulação precoce em crianças de 0 a 3 anos (%),0,legado,educacao,,,,,
Taxa de frequência regular em creches por quintil de renda (%),0,legado,educacao,,,,,
Taxa de empregabilidade de egressos do ensino técnico (%),0,legado,educacao,,,,,
Cobertura de cursos técnicos de nível médio por 100.000 jovens,0,legado,educacao,,,,,
Proporção de trabalhadores com certificação profissional (%),0,legado,educacao,,,,,
Taxa de matrícula em cursos técnicos integrados ao ensino médio (%),0,legado,educacao,,,,,
Número de concluintes do ensino técnico por área profissional,0,legado,educacao,,,,,
Taxa de inclusão de alunos com deficiência em escolas regulares (%),0,legado,educacao,,,,,
Enrollment of students with special needs in regular schools (%),0,legado,educacao,,,,,
Proporção de escolas com sala de recursos multifuncionais (%),0,legado,educacao,,,,,
Taxa de abandono de alunos com deficiência (%),0,legado,educacao,,,,,
Proporção de escolas acessíveis para pessoas com mobilidade reduzida (%),0,legado,educacao,,,,,
Emissões de gases de efeito estufa (MtCO2e),0,legado,meio_ambiente,,,,,
Emissões de CO2 per capita (tCO2/hab.),0,legado,meio_ambiente,,,,,
Greenhouse gas emissions per capita (tCO2e),0,legado,meio_ambiente,,,,,
Emissões do setor energético (MtCO2e),0,legado,meio_ambiente,,,,,
Emissões da agropecuária (MtCO2e),0,legado,meio_ambiente,,,,,
Taxa de descarbonização da economia (%),0,legado,meio_ambiente,,,,,
Carbon intensity of GDP (kgCO2/US$),0,legado,meio_ambiente,,,,,
Share of renewables in total energy supply (%),0,legado,meio_ambiente,,,,,
Temperatura média anual (°C desvio da média histórica),0,legado,meio_ambiente,,,,,
Variação média do nível do mar (mm/ano),0,legado,meio_ambiente,,,,,
Número de eventos climáticos extremos registrados por ano,0,legado,meio_ambiente,,,,,
Annual mean temperature anomaly (°C from 1961-1990 baseline),0,legado,meio_ambiente,,,,,
Emissões de metano do setor agropecuário (MtCH4),0,legado,meio_ambiente,,,,,
Índice de vulnerabilidade climática municipal,0,legado,meio_ambiente,,,,,
Proporção de municípios com Plano de Adaptação Climática (%),0,legado,meio_ambiente,,,,,
Taxa de redução de emissões em relação à linha de base (%),0,legado,meio_ambiente,,,,,
Emissões totais do setor de transportes (MtCO2e),0,legado,meio_ambiente,,,,,
Proporção da frota de veículos elétricos ou híbridos (%),0,legado,meio_ambiente,,,,,
Área desmatada no bioma Amazônia (km²/ano),0,legado,meio_ambiente,,,,,
Taxa de desmatamento anual no Cerrado (km²/ano),0,legado,meio_ambiente,,,,,
Área de vegetação nativa remanescente (%),0,legado,meio_ambiente,,,,,
Deforestation rate (% of forest area per year),0,legado,meio_ambiente,,,,,
Número de espécies ameaçadas de extinção na fauna brasileira,0,legado,meio_ambiente,,,,,
Red List Index for species survival,0,legado,meio_ambiente,,,,,
Protected area coverage (% of total land area),0,legado,meio_ambiente,,,,,
Área de unidades de conservação como % do território (%),0,legado,meio_ambiente,,,,,
Proporção de UC com plano de manejo vigente (%),0,legado,meio_ambiente,,,,,
Taxa de incêndios florestais (focos por 100 km²),0,legado,meio_ambiente,,,,,
Proporção de propriedades rurais com Cadastro Ambiental Rural (%),0,legado,meio_ambiente,,,,,
Área de reflorestamento com espécies nativas (ha/ano),0,legado,meio_ambiente,,,,,
Extensão de corredores ecológicos implantados (km),0,legado,meio_ambiente,,,,,
Proporção do litoral marinho em área protegida (%),0,legado,meio_ambiente,,,,,
Taxa de perda de manguezal (% ao ano),0,legado,meio_ambiente,,,,,
Species richness per unit area in protected zones,0,legado,meio_ambiente,,,,,
Proportion of degraded land restored per year (%),0,legado,meio_ambiente,,,,,
Índice de qualidade da água nos rios monitorados,0,legado,meio_ambiente,,,,,
Proporção de corpos hídricos em estado ótimo ou bom (%),0,legado,meio_ambiente,,,,,
Water quality index (rivers and lakes),0,legado,meio_ambiente,,,,,
Disponibilidade de água per capita (m³/hab./ano),0,legado,meio_ambiente,,,,,
Volume de efluentes industriais lançados sem tratamento (m³/dia),0,legado,meio_ambiente,,,,,
Proporção de bacias hidrográficas com plano de recursos hídricos (%),0,legado,meio_ambiente,,,,,
Freshwater withdrawal as % of total renewable water resources,0,legado,meio_ambiente,,,,,
Proporção de municípios em situação de escassez hídrica (%),0,legado,meio_ambiente,,,,,
Concentração de nitrato em mananciais de abastecimento (mg/L),0,legado,meio_ambiente,,,,,
Water stress index by river basin,0,legado,meio_ambiente,,,,,
Capacidade instalada de tratamento de água (m³/dia),0,legado,meio_ambiente,,,,,
Taxa de perda de água nas redes de distribuição (%),0,legado,meio_ambiente,,,,,
Taxa de recarga de aquíferos subterrâneos (mm/ano),0,legado,meio_ambiente,,,,,
Proporção de estuários com monitoramento periódico de qualidade (%),0,legado,meio_ambiente,,,,,
Concentração de PM2.5 em áreas urbanas (μg/m³),0,legado,meio_ambiente,,,,,
Concentração de PM10 em áreas metropolitanas (μg/m³),0,legado,meio_ambiente,,,,,
Annual mean PM2.5 concentration in urban areas (μg/m³),0,legado,meio_ambiente,,,,,
Número de dias com qualidade do ar inadequada por ano,0,legado,meio_ambiente,,,,,
Concentração de NO2 em áreas de tráfego intenso (μg/m³),0,legado,meio_ambiente,,,,,
Emissões de SOx pelo setor industrial (kt/ano),0,legado,meio_ambiente,,,,,
Taxa de mortalidade atribuível à poluição do ar por 100.000 hab.,0,legado,meio_ambiente,,,,,
Proportion of urban population exposed to PM2.5 above WHO limits (%),0,legado,meio_ambiente,,,,,
Índice de qualidade do ar (IQA) médio nas capitais,0,legado,meio_ambiente,,,,,
Emissões veiculares de material particulado (kt/ano),0,legado,meio_ambiente,,,,,
Frequência de episódios de fumaça de queimadas (dias/ano),0,legado,meio_ambiente,,,,,
Percentual de resíduos sólidos reciclados (%),0,legado,meio_ambiente,,,,,
Quantidade de resíduos sólidos urbanos gerados per capita (kg/dia),0,legado,meio_ambiente,,,,,
Municipal solid waste generation per capita (kg/day),0,legado,meio_ambiente,,,,,
Proporção de municípios com coleta seletiva implantada (%),0,legado,meio_ambiente,,,,,
Proporção de municípios com aterro sanitário licenciado (%),0,legado,meio_ambiente,,,,,
Recycling rate of packaging materials (%),0,legado,meio_ambiente,,,,,
Taxa de recuperação de resíduos eletrônicos (%),0,legado,meio_ambiente,,,,,
Quantidade de resíduos perigosos gerados pela indústria (t/ano),0,legado,meio_ambiente,,,,,
Número de lixões desativados por ano,0,legado,meio_ambiente,,,,,
Proporção de embalagens com destinação adequada (%),0,legado,meio_ambiente,,,,,
Número de catadores de material reciclável organizados em cooperativas,0,legado,meio_ambiente,,,,,
Taxa de desvio de resíduos do aterro sanitário (%),0,legado,meio_ambiente,,,,,
Proporção de empresas com logística reversa implantada (%),0,legado,meio_ambiente,,,,,
Participação de energias renováveis na matriz elétrica (%),0,legado,meio_ambiente,,,,,
Consumo de energia per capita (kWh/hab.),0,legado,meio_ambiente,,,,,
Energy intensity of the economy (MJ/US$),0,legado,meio_ambiente,,,,,
Capacidade instalada de energia solar fotovoltaica (GW),0,legado,meio_ambiente,,,,,
Capacidade instalada de energia eólica (GW),0,legado,meio_ambiente,,,,,
Share of hydropower in total electricity generation (%),0,legado,meio_ambiente,,,,,
Participação da biomassa na oferta de energia primária (%),0,legado,meio_ambiente,,,,,
Energy access rate in rural areas (%),0,legado,meio_ambiente,,,,,
Taxa de perdas na transmissão e distribuição de energia (%),0,legado,meio_ambiente,,,,,
Taxa de penetração de veículos elétricos na frota nacional (%),0,legado,meio_ambiente,,,,,
Proporção de edifícios com certificação de eficiência energética (%),0,legado,meio_ambiente,,,,,
Taxa de aproveitamento de biogás em aterros sanitários (%),0,legado,meio_ambiente,,,,,
Proporção de solo agricultável em uso produtivo (%),0,legado,meio_ambiente,,,,,
Taxa de conversão de vegetação nativa para uso agrícola (ha/ano),0,legado,meio_ambiente,,,,,
Proporção de solos com erosão laminar severa (%),0,legado,meio_ambiente,,,,,
Taxa de degradação de solos agricultáveis (ha/ano),0,legado,meio_ambiente,,,,,
Agricultural land use per capita (ha/person),0,legado,meio_ambiente,,,,,
Proporção de APP com cobertura vegetal adequada (%),0,legado,meio_ambiente,,,,,
Área de reforma agrária assentada por ano (ha),0,legado,meio_ambiente,,,,,
Taxa de regularização fundiária em assentamentos rurais (%),0,legado,meio_ambiente,,,,,
Taxa de impermeabilização do solo nas áreas urbanas (%),0,legado,meio_ambiente,,,,,
Proporção de áreas com sistemas agroflorestais (%),0,legado,meio_ambiente,,,,,
Proporção do esgoto coletado que recebe tratamento (%),0,legado,meio_ambiente,,,,,
Sewage treatment rate (% of collected sewage),0,legado,meio_ambiente,,,,,
Proporção da população com coleta de esgoto (%),0,legado,meio_ambiente,,,,,
Cobertura de abastecimento de água tratada (%),0,legado,meio_ambiente,,,,,
Índice de atendimento urbano de água (SNIS),0,legado,meio_ambiente,,,,,
Índice de atendimento urbano de esgoto (SNIS),0,legado,meio_ambiente,,,,,
Proporção de rios em situação crítica de poluição por esgoto (%),0,legado,meio_ambiente,,,,,
Número de municípios com plano de saneamento básico vigente,0,legado,meio_ambiente,,,,,
Taxa de inadimplência nos sistemas de abastecimento de água (%),0,legado,meio_ambiente,,,,,
Proporção de domicílios rurais com acesso a água tratada (%),0,legado,meio_ambiente,,,,,
Proporção de área marinha protegida como % da ZEE (%),0,legado,meio_ambiente,,,,,
Taxa de declínio de estoques pesqueiros monitorados (%),0,legado,meio_ambiente,,,,,
Proporção de espécies marinhas ameaçadas nas costas brasileiras (%),0,legado,meio_ambiente,,,,,
Número de toneladas de lixo marinho coletado por ano (t),0,legado,meio_ambiente,,,,,
Taxa de contaminação de praias por coliformes fecais (%),0,legado,meio_ambiente,,,,,
Área verde per capita em cidades com mais de 100.000 hab. (m²/hab.),0,legado,meio_ambiente,,,,,
Proporção de municípios com arborização urbana adequada (%),0,legado,meio_ambiente,,,,,
Índice de cobertura verde em áreas metropolitanas (%),0,legado,meio_ambiente,,,,,
Temperatura média urbana vs. áreas rurais adjacentes (°C diferença),0,legado,meio_ambiente,,,,,
Cobertura de áreas verdes por habitante em capitais estaduais (m²),0,legado,meio_ambiente,,,,,
Taxa de pobreza extrema da população (%),0,legado,social,,,,,
Coeficiente de Gini da distribuição de renda,0,legado,social,,,,,
Índice de desenvolvimento humano municipal (IDHM),0,legado,social,,,,,
Proporção de domicílios em situação de pobreza (renda per capita < R$498),0,legado,social,,,,,
Taxa de desemprego de jovens de 16 a 24 anos (%),0,legado,social,,,,,
Índice de vulnerabilidade social por município,0,legado,social,,,,,
Proporção de mulheres em cargos de liderança no setor público (%),0,legado,social,,,,,
Taxa de homicídios por 100.000 habitantes,0,legado,social,,,,,
Número de internações por violência doméstica por 100.000 mulheres,0,legado,social,,,,,
Proporção de idosos com benefício previdenciário (%),0,legado,social,,,,,
Taxa de cobertura de assistência social por município (%),0,legado,social,,,,,
Proporção de municípios com CRAS implantado (%),0,legado,social,,,,,
Número de beneficiários do Programa Bolsa Família por 1.000 hab.,0,legado,social,,,,,
Taxa de cobertura de programas de transferência de renda (%),0,legado,social,,,,,
Proporção de população em situação de rua com acesso a serviços (%),0,legado,social,,,,,
"taxa de natalidade de 10,4 nascidos vivos por mil habitantes",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
cobertura Vacinal de vacinas contra covid-19,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Incidência de casos de COVID-19 por 100 mil habitantes,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Frequência de Óbitos e Mortalidade por 100 mil habitantes por COVID-19,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Cobertura Vacinal de vacinas contra covid-19,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
coeficiente de mortalidade infantil,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
razão de mortalidade materna,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Indicadores do Sistema de Informações sobre Orçamentos Públicos em Saúde (SIOPS),0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Cobertura Potencial das equipes de Saúde da Família (eSF) financiadas pelo Ministério da Saúde ou pelo Distrito Federal, em todo território do DF.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Cobertura potencial de saúde bucal,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Proporção de óbitos nas internações por Acidente Vascular Encefálico (AVE),0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Percentual de CAPS que realizam ações de matriciamento com equipes da APS,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Proporção de investigações de óbitos de MIF (Mulheres em Idade Fértil),0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Percentual de gravidez na adolescência entre as faixas etárias de 10 a 19 anos,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Proporção de testes rápidos para HIV, sífilis e hepatites B e C",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Percentual de Equipamentos Priorizados pela Assistência, de Alta Complexidade, que estão com contrato vigente de manutenção preventiva e corretiva",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Percentual de desenvolvimento da política de gestão de pessoas,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Taxa de notificação de violência do DF,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Percentual de vagas reguladas,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Proporção de serviços de saúde da Rede SES-DF que ofertam as Práticas Integrativas em Saúde (PIS),0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Taxa de mortalidade infantil,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Coeficiente de mortalidade infantil,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Razão de mortalidade materna,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Cobertura potencial das equipes de Saúde da Família (eSF) financiadas pelo Ministério da Saúde ou pelo Distrito Federal, em todo território do DF.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Taxa de absenteísmo,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 01. Ampliar e qualificar a Atenção Primária à Saúde em suas diferentes modalidades,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 02 Fortalecer a Rede de Urgência e Emergência com foco nas linhas de cuidado e ações de promoção, prevenção e vigilância em saúde.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 03. Promover a qualidade de vida das pessoas com transtornos mentais, com foco na ansiedade, depressão e uso abusivo de álcool, tabaco e outras drogas.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 04. Reduzir o adoecimento e mortes por causas evitáveis em mulheres em idade fértil, gestante e crianças.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 05. Reduzir as mortes prematuras por complicações de doenças respiratórias, cardiovasculares, câncer e diabetes.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 06. Organizar a rede de atenção as pessoas em situação de violência, promovendo atenção integral.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 07. Ampliar e Fortalecer a Rede de Cuidados à Pessoa com Deficiência.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 08. Reduzir o adoecimento e mortes por doenças imunopreveníveis e por arboviroses.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 09. Promover e aprimorar as ações de vigilância em saúde em todos os níveis de atenção, adequando a infraestrutura e a força de trabalho, de forma regionalizada.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 10. Estruturar e reorganizar a Atenção Especializada Ambulatorial e Hospitalar assegurando o acesso e contribuindo com o cuidado integral e contínuo.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 11. Estruturar a rede de assistência farmacêutica com foco na melhoria da cadeia de suprimentos.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 12. Implementar a sistemática de governança e compliance.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 13. Aprimorar o processo de contratualização em saúde.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 14. Aprimorar estratégias para o incremento da captação e execução de recursos.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 15. Aperfeiçoar a qualidade do gasto público com ênfase na racionalização de recursos e na sustentabilidade do sistema de saúde.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 16. Garantir a humanização do atendimento e promover e avaliar a satisfação da população em relação ao SUS.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 17. Fortalecer a gestão orientada por processos, com foco na melhoria contínua e entrega de melhores resultados.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 18. Fortalecer e ampliar a gestão da comunicação.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
"Objetivo 19. Transformação digital - Promover a modernização, integração e desburocratização da gestão em saúde.",0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 20. Promover a melhoria da infraestrutura dos serviços de saúde e do transporte sanitário.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 21. Desenvolver as estratégias da gestão do trabalho e da educação em saúde.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
Objetivo 22. Aperfeiçoar a educação profissional técnica e superior em saúde e qualificar os profissionais da SES e a comunidade por meio da educação permanente e educação em saúde.,0,Relatorio-Anual-de-Saude-2024.pdf,saude,,,,,
PIB,0,indicadores-economicos-pib-2023.pdf,economia,,,,,
PIB per capita,0,indicadores-economicos-pib-2023.pdf,economia,,,,,
Número de matrículas na educação básica,0,notas_estatisticas_censo_da_educacao_basica_2024.pdf,educacao,,,,,
Número de escolas de educação básica,0,notas_estatisticas_censo_da_educacao_basica_2024.pdf,educacao,,,,,
Número de matrículas da rede pública,0,notas_estatisticas_censo_da_educacao_basica_2024.pdf,educacao,,,,,
Número de matrículas da rede privada,0,notas_estatisticas_censo_da_educacao_basica_2024.pdf,educacao,,,,,
Número de matrículas na educação infantil,0,notas_estatisticas_censo_da_educacao_basica_2024.pdf,educacao,,,,,
